0	-17.314291	0.038415	1459.119507
1	-35.197258	0.014033	2415.094238
2	-36.055401	0.011774	1660.377319
3	-36.500969	0.011684	2515.723389
4	-36.757965	0.011405	2716.981201
5	-36.240154	0.012295	2566.037842
6	-36.499416	0.012031	3069.182373
7	-36.746330	0.011107	3018.867920
8	-35.683510	0.013086	2666.666748
9	-34.057823	0.015938	1962.264160
10	-34.327839	0.015820	2213.836426
11	-34.465504	0.015781	1761.006348
12	-35.580101	0.013541	2918.239014
13	-35.096016	0.013436	2867.924561
14	-33.174980	0.017481	2012.578613
15	-34.147682	0.015916	1962.264160
16	-34.822617	0.014926	1761.006348
17	-34.517288	0.015528	1811.320801
18	-37.714981	0.010279	3119.496826
19	-35.732193	0.013487	1761.006348
20	-36.166409	0.012573	2465.408691
21	-35.908058	0.012839	2062.893066
22	-35.407837	0.013701	2264.150879
23	-33.632366	0.016590	1761.006348
24	-35.949528	0.012459	2566.037842
25	-37.222668	0.011152	2515.723389
26	-35.052235	0.013055	2264.150879
27	-36.819050	0.011769	3320.754639
28	-34.832996	0.014284	1911.949707
29	-36.067268	0.012356	2314.465332
30	-34.812347	0.014978	1660.377319
31	-36.144924	0.012482	1761.006348
32	-35.041065	0.014292	2012.578613
33	-36.464664	0.011875	2163.521973
34	-36.510971	0.011492	2767.295654
35	-36.911594	0.011376	2465.408691
36	-36.161209	0.012871	2465.408691
37	-35.758938	0.013100	2566.037842
38	-35.819862	0.013323	1861.635254
39	-37.157791	0.010992	2465.408691
40	-35.477097	0.013230	2062.893066
41	-35.531212	0.013821	1861.635254
42	-34.083187	0.016131	2113.207520
43	-37.494843	0.010411	3018.867920
44	-35.686428	0.013288	2264.150879
45	-37.652893	0.010098	3119.496826
46	-34.754017	0.014614	2314.465332
47	-35.296474	0.013854	2163.521973
48	-34.134529	0.015805	2415.094238
49	-36.863331	0.011612	2767.295654
50	-34.744225	0.014621	1811.320801
51	-34.075634	0.015507	2314.465332
52	-35.742126	0.012452	1911.949707
53	-36.055153	0.012455	2918.239014
54	-36.802631	0.011575	3018.867920
55	-35.380394	0.013002	2415.094238
56	-35.933250	0.013053	2364.779785
57	-36.259205	0.012067	2515.723389
58	-34.580959	0.015324	1861.635254
59	-34.277340	0.015758	1761.006348
60	-34.371124	0.015465	1911.949707
61	-37.012566	0.010987	2666.666748
62	-35.068237	0.013848	1761.006348
63	-36.546711	0.011997	2364.779785
64	-37.172653	0.011007	2364.779785
65	-37.237213	0.011583	2616.352295
66	-38.555172	0.009333	2918.239014
67	-37.100552	0.011248	2465.408691
68	-36.774059	0.011423	2364.779785
69	-36.483898	0.012163	3119.496826
70	-35.067406	0.014195	2314.465332
71	-36.210480	0.012220	2364.779785
72	-35.893421	0.013223	1559.748413
73	-36.012508	0.012297	2062.893066
74	-34.688137	0.014820	2113.207520
75	-36.828552	0.011621	2566.037842
76	-37.039875	0.011527	2918.239014
77	-28.130648	0.027954	2113.207520
78	-13.025805	0.189083	201.257858
79	-12.100240	0.194536	402.515717
80	-8.713443	0.264127	352.201263
81	-11.278044	0.194073	452.830200
82	-12.818712	0.172362	150.943390
83	-9.689795	0.250749	251.572327
84	-11.526990	0.188603	553.459106
85	-12.816361	0.160864	503.144653
86	-12.349601	0.192168	201.257858
